transaction_id,account_id,transaction_date,amount,counterparty_country,risk_reason
TXN001331,ACCT00005,2025-05-22 00:00:00,722.02,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001590,ACCT00004,2025-06-22 00:00:00,338.18,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001679,ACCT00011,2025-07-02 00:00:00,8422.75,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001686,ACCT00018,2025-07-03 00:00:00,815.42,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001738,ACCT00039,2025-07-10 00:00:00,643.47,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001949,ACCT00030,2025-07-31 00:00:00,1252.56,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002058,ACCT00028,2025-08-10 00:00:00,344.2,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002123,ACCT00014,2025-08-18 00:00:00,1334.36,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002154,ACCT00001,2025-08-21 00:00:00,109.41,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002164,ACCT00005,2025-08-23 00:00:00,23842.2,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002344,ACCT00031,2025-09-09 00:00:00,537.39,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002388,ACCT00001,2025-09-13 00:00:00,1259.65,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002419,ACCT00021,2025-09-16 00:00:00,34917.49,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002437,ACCT00013,2025-09-18 00:00:00,18040.2,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002726,ACCT00132,2025-10-22 00:00:00,16957.35,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002861,ACCT00053,2025-11-04 00:00:00,40381.07,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002924,ACCT00232,2025-11-10 00:00:00,42012.6,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003015,ACCT00185,2025-11-21 00:00:00,36994.53,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003069,ACCT00031,2025-11-25 00:00:00,417.61,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003121,ACCT00010,2025-12-01 00:00:00,826.22,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003137,ACCT00026,2025-12-02 00:00:00,3198.68,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003154,ACCT00037,2025-12-04 00:00:00,42175.86,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003186,ACCT00017,2025-12-08 00:00:00,28892.72,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003251,ACCT00003,2025-12-16 00:00:00,55385.8,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003322,ACCT00027,2025-12-22 00:00:00,811.24,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003330,ACCT00007,2025-12-23 00:00:00,1877.21,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003342,ACCT00010,2025-12-26 00:00:00,1034.96,Venezuela,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000164,ACCT00031,2025-01-18 00:00:00,234.51,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000276,ACCT00019,2025-01-29 00:00:00,5000.0,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000278,ACCT00005,2025-01-29 00:00:00,784.62,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000293,ACCT00039,2025-01-31 00:00:00,396.39,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000308,ACCT00003,2025-02-01 00:00:00,236.84,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000465,ACCT00011,2025-02-18 00:00:00,173.91,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000533,ACCT00027,2025-02-25 00:00:00,274.85,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000618,ACCT00028,2025-03-07 00:00:00,661.6,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000622,ACCT00001,2025-03-08 00:00:00,697.91,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000654,ACCT00039,2025-03-12 00:00:00,320.24,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000793,ACCT00001,2025-03-25 00:00:00,1819.46,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000811,ACCT00008,2025-03-28 00:00:00,112.31,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000924,ACCT00004,2025-04-09 00:00:00,2443.17,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN000992,ACCT00005,2025-04-16 00:00:00,408.55,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001079,ACCT00041,2025-04-25 00:00:00,1567.83,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001175,ACCT00025,2025-05-03 11:00:00,9694.53,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001209,ACCT00008,2025-05-06 00:00:00,191.59,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001254,ACCT00032,2025-05-12 00:00:00,87207.3,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001267,ACCT00008,2025-05-14 00:00:00,1005.7,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001285,ACCT00031,2025-05-16 00:00:00,347.03,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001523,ACCT00028,2025-06-14 00:00:00,25000.0,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001560,ACCT00033,2025-06-19 00:00:00,563.56,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001691,ACCT00038,2025-07-03 00:00:00,885.25,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001771,ACCT00032,2025-07-12 00:00:00,114.59,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001796,ACCT00028,2025-07-15 00:00:00,847.69,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN001868,ACCT00032,2025-07-23 00:00:00,399.47,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002026,ACCT00038,2025-08-07 00:00:00,23743.32,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002295,ACCT00014,2025-09-05 00:00:00,705.72,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002308,ACCT00024,2025-09-06 00:00:00,125.24,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002461,ACCT00023,2025-09-21 00:00:00,856.42,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002684,ACCT00029,2025-10-18 00:00:00,23109.68,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002757,ACCT00001,2025-10-26 00:00:00,126.28,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN002959,ACCT00027,2025-11-15 00:00:00,62.2,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003018,ACCT00033,2025-11-21 00:00:00,138.39,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003100,ACCT00028,2025-11-28 00:00:00,1784.91,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003139,ACCT00024,2025-12-02 00:00:00,2479.39,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003146,ACCT00033,2025-12-03 00:00:00,228.02,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003311,ACCT00295,2025-12-21 00:00:00,35656.04,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
TXN003371,ACCT00074,2025-12-30 00:00:00,26809.35,Libya,OFAC/FATF sanctioned or high-risk jurisdiction
